listing_id,property_type,number_of_bedrooms,guest_capacity,location_score,review_score,amenities_count,host_response_time,season,minimum_stay_nights,years_as_host,cleaning_fee,cancellation_policy,nightly_rate
100796,Standard Apartment,1,3,63.56,3.48,6,within an hour,peak,1,1.1,43.39,flexible,70.48
103793,Standard Apartment,1,1,65.06,4.04,4,within an hour,off-peak,1,3.2,38.45,flexible,132.62
103468,Standard Apartment,2,4,85.93,4.39,9,same day,off-peak,2,0.1,18.85,flexible,76.53
103369,Standard Apartment,1,2,88.96,4.14,6,within an hour,peak,1,1.8,26.28,flexible,255.04
103068,Standard Apartment,1,2,74.82,4.28,6,same day,off-peak,3,10.0,27.72,flexible,61.82
101141,Luxury Home,3,5,80.48,3.88,14,same day,peak,4,6.5,68.76,flexible,315.2
102048,Luxury Home,3,5,61.76,4.64,7,>24 hours,shoulder,5,0.8,63.87,moderate,161.39
102480,Standard Apartment,2,2,79.57,3.77,6,within an hour,off-peak,2,6.3,24.9,flexible,343.59
101776,Tiny Studio,1,3,77.66,4.11,8,>24 hours,off-peak,1,1.0,18.62,strict,54.37
101145,Standard Apartment,1,2,61.87,3.19,7,within an hour,peak,2,5.7,51.27,flexible,85.78
101618,Tiny Studio,1,1,74.43,4.62,5,within an hour,peak,1,3.9,21.89,flexible,281.61
101313,Tiny Studio,1,3,54.96,4.57,6,same day,peak,1,1.3,24.08,flexible,159.87
100958,Luxury Home,4,6,74.4,5.0,11,same day,shoulder,4,7.3,57.79,moderate,176.03
103350,Standard Apartment,1,1,66.59,4.51,4,within an hour,shoulder,3,2.0,14.41,flexible,124.71
100078,Standard Apartment,2,4,66.35,3.66,3,same day,peak,2,1.1,35.47,flexible,174.79
103418,Tiny Studio,1,2,85.5,4.32,9,within an hour,shoulder,1,1.0,11.55,flexible,98.56
102763,Tiny Studio,1,1,61.69,3.63,8,same day,off-peak,1,8.4,13.2,flexible,133.48
102801,Standard Apartment,1,3,55.52,2.97,4,>24 hours,shoulder,3,4.3,21.37,flexible,108.89
102198,Luxury Home,5,6,58.45,3.39,7,within an hour,peak,2,1.3,40.44,flexible,338.0
100225,Standard Apartment,1,3,76.41,4.64,8,within an hour,off-peak,1,0.9,56.57,flexible,76.46
102510,Luxury Home,5,5,59.1,3.18,11,same day,peak,5,0.7,54.06,moderate,110.93
103491,Standard Apartment,2,4,87.94,3.39,13,within an hour,off-peak,2,0.8,15.06,moderate,96.96
101757,Tiny Studio,1,3,50.19,2.75,3,same day,peak,1,0.4,10.97,flexible,92.23
102406,Standard Apartment,2,4,81.57,4.92,14,within an hour,shoulder,2,2.0,33.43,flexible,221.67
101476,Standard Apartment,2,3,72.72,3.2,8,within an hour,shoulder,1,0.1,42.68,flexible,237.91
100779,Standard Apartment,2,3,76.17,3.73,11,within an hour,shoulder,2,0.0,18.84,moderate,189.6
100122,Standard Apartment,2,4,65.4,3.64,7,within an hour,shoulder,3,2.9,48.73,moderate,73.59
101385,Standard Apartment,1,3,69.82,4.25,8,same day,peak,3,0.3,36.33,flexible,383.23
103349,Standard Apartment,1,1,77.01,4.11,4,within an hour,shoulder,2,5.6,29.89,flexible,185.0
101460,Tiny Studio,1,3,84.64,4.53,10,same day,shoulder,1,0.3,9.37,strict,100.12
101137,Tiny Studio,1,1,74.98,3.96,4,same day,peak,1,2.3,12.91,flexible,163.35
103321,Luxury Home,4,5,75.21,3.57,11,within an hour,off-peak,3,3.4,84.96,flexible,238.23
100026,Tiny Studio,1,3,60.73,4.34,4,same day,off-peak,1,0.8,2.41,flexible,88.81
100515,Standard Apartment,1,1,72.67,3.1,6,same day,off-peak,1,6.6,52.41,flexible,126.38
103185,Luxury Home,3,4,80.0,4.48,12,same day,shoulder,4,2.0,67.37,moderate,429.23
103916,Luxury Home,5,5,50.5,4.06,8,same day,peak,3,1.1,80.03,flexible,130.67
102798,Luxury Home,5,6,46.88,4.76,12,within an hour,shoulder,3,6.9,77.3,flexible,207.3
102143,Tiny Studio,1,3,79.26,3.85,7,same day,off-peak,1,5.9,7.69,flexible,106.97
103391,Standard Apartment,1,1,71.87,3.77,7,within an hour,peak,1,3.7,21.86,moderate,69.66
100846,Standard Apartment,2,4,60.42,3.97,11,within an hour,shoulder,2,1.0,33.54,strict,350.08
103830,Luxury Home,4,4,73.21,3.99,11,>24 hours,peak,2,1.5,70.62,flexible,85.28
102577,Standard Apartment,2,3,76.13,4.52,8,within an hour,peak,3,3.5,38.87,strict,110.6
100016,Luxury Home,4,4,57.27,4.1,10,same day,peak,3,0.6,78.07,moderate,355.33
101310,Standard Apartment,1,1,71.66,3.59,4,within an hour,off-peak,1,2.1,32.58,moderate,239.95
101232,Standard Apartment,2,4,75.71,4.01,6,within an hour,off-peak,1,4.0,41.26,flexible,130.64
102303,Luxury Home,3,5,50.76,4.17,11,within an hour,peak,3,3.2,51.6,flexible,342.25
101788,Tiny Studio,1,3,78.18,3.49,6,same day,shoulder,1,3.8,13.65,moderate,67.73
102496,Luxury Home,5,6,56.92,3.37,6,within an hour,peak,3,6.7,39.98,strict,738.72
100190,Standard Apartment,2,4,87.37,4.59,9,within an hour,shoulder,3,10.4,27.36,moderate,295.74
103440,Standard Apartment,1,1,71.61,3.61,8,same day,off-peak,2,1.8,28.68,moderate,168.57
103648,Standard Apartment,1,2,76.73,2.31,6,within an hour,shoulder,1,0.2,13.9,flexible,43.37
102147,Luxury Home,3,5,78.64,5.0,11,within an hour,off-peak,2,5.4,49.59,strict,199.99
103927,Luxury Home,5,5,83.87,4.49,15,same day,shoulder,5,0.4,71.84,moderate,207.1
102405,Tiny Studio,1,1,75.82,3.68,9,>24 hours,shoulder,1,0.7,14.0,moderate,105.72
101229,Luxury Home,3,4,42.08,3.91,7,within an hour,shoulder,4,3.2,70.67,flexible,152.1
103554,Tiny Studio,1,1,59.91,3.51,3,same day,off-peak,1,4.1,18.78,strict,99.36
100352,Tiny Studio,1,3,62.39,3.3,10,within an hour,shoulder,1,3.6,16.85,flexible,75.85
102319,Luxury Home,3,3,56.61,4.19,11,within an hour,off-peak,4,1.7,58.61,moderate,155.22
103896,Luxury Home,4,6,75.55,4.18,12,same day,off-peak,4,7.5,53.48,flexible,131.37
103357,Standard Apartment,2,4,68.53,3.48,3,>24 hours,off-peak,1,5.4,16.05,flexible,159.25
100648,Tiny Studio,1,2,65.33,3.67,7,within an hour,off-peak,1,3.3,11.04,flexible,30.0
102242,Tiny Studio,1,1,58.88,3.26,6,within an hour,peak,1,1.7,15.39,flexible,55.76
103411,Standard Apartment,1,2,66.09,4.18,6,within an hour,shoulder,1,1.9,33.5,moderate,178.98
103807,Standard Apartment,2,3,43.14,2.95,3,within an hour,shoulder,2,0.6,43.1,strict,103.67
100182,Luxury Home,5,6,58.1,3.32,10,same day,shoulder,4,4.5,53.48,strict,350.95
103824,Tiny Studio,1,3,58.22,3.65,3,same day,off-peak,1,6.0,7.04,flexible,120.18
101303,Tiny Studio,1,3,57.44,4.44,7,within an hour,peak,1,5.3,6.53,flexible,84.99
102615,Luxury Home,4,6,74.05,4.38,13,same day,peak,5,2.4,76.13,moderate,238.99
103331,Luxury Home,4,6,54.26,4.01,4,same day,off-peak,5,5.5,38.11,flexible,124.32
101311,Luxury Home,5,5,88.26,4.84,18,within an hour,peak,4,4.7,39.29,strict,151.61
100169,Luxury Home,3,3,71.77,4.6,6,same day,peak,5,5.4,56.07,strict,124.8
100887,Tiny Studio,1,3,77.13,5.0,7,>24 hours,peak,1,12.0,14.78,moderate,129.5
102313,Standard Apartment,2,4,73.23,3.52,11,within an hour,off-peak,3,5.0,34.11,moderate,59.84
101437,Luxury Home,4,4,77.18,4.22,15,same day,shoulder,5,0.9,77.39,strict,213.98
102435,Standard Apartment,1,2,68.08,3.91,5,same day,off-peak,3,5.2,31.54,flexible,62.05
101519,Tiny Studio,1,2,66.52,4.3,5,within an hour,peak,1,1.4,20.32,strict,52.79
101465,Standard Apartment,2,4,85.14,4.83,15,within an hour,off-peak,1,2.2,27.8,strict,116.66
102572,Standard Apartment,1,2,78.3,3.7,7,same day,peak,2,4.8,33.05,flexible,321.08
102392,Luxury Home,3,5,78.52,4.34,11,same day,peak,4,1.1,42.73,strict,570.77
100660,Tiny Studio,1,3,66.56,5.0,4,same day,shoulder,1,0.1,7.14,flexible,165.01
101699,Tiny Studio,1,3,70.44,4.15,4,within an hour,peak,1,3.8,22.9,moderate,159.05
102590,Luxury Home,4,4,92.68,3.58,15,same day,peak,2,7.0,42.93,flexible,140.1
101524,Luxury Home,4,5,68.5,3.61,8,within an hour,peak,4,7.9,78.27,flexible,491.8
103171,Luxury Home,4,4,89.51,4.55,14,within an hour,peak,4,4.8,63.03,moderate,234.13
103664,Luxury Home,4,5,79.02,4.14,14,within an hour,off-peak,2,8.2,64.71,strict,423.5
101494,Standard Apartment,1,1,70.44,3.8,4,same day,peak,2,5.2,24.31,flexible,129.96
101898,Tiny Studio,1,1,74.28,4.33,9,within an hour,off-peak,1,0.1,22.19,flexible,160.37
100155,Standard Apartment,2,4,87.5,4.55,12,within an hour,off-peak,1,1.3,31.88,moderate,153.97
101154,Tiny Studio,1,3,72.68,4.32,8,within an hour,peak,1,1.2,15.92,strict,54.42
103007,Standard Apartment,1,1,54.68,4.0,4,within an hour,shoulder,1,0.7,20.92,flexible,179.54
103396,Standard Apartment,2,3,65.87,3.03,7,within an hour,shoulder,2,4.8,24.27,strict,128.56
101241,Standard Apartment,1,2,59.38,3.8,6,same day,off-peak,3,2.2,28.44,strict,56.58
102002,Luxury Home,3,5,76.16,4.19,11,same day,off-peak,2,5.4,81.23,strict,141.98
100447,Standard Apartment,2,4,78.59,4.31,12,same day,shoulder,3,2.8,27.03,moderate,394.12
103750,Standard Apartment,1,2,88.28,3.73,8,within an hour,peak,1,2.7,25.49,flexible,49.54
103833,Luxury Home,4,5,67.05,3.33,7,within an hour,shoulder,4,1.5,55.11,moderate,239.9
102516,Standard Apartment,1,2,73.75,3.69,6,>24 hours,off-peak,3,4.7,25.98,moderate,60.21
100221,Standard Apartment,1,3,85.03,4.67,7,within an hour,off-peak,2,3.4,18.43,strict,111.5
101933,Tiny Studio,1,2,79.83,3.24,9,same day,off-peak,1,1.2,8.73,moderate,140.45
102114,Standard Apartment,2,4,81.96,3.68,9,>24 hours,shoulder,1,15.1,22.63,moderate,156.49
102531,Tiny Studio,1,1,70.04,4.46,6,same day,peak,1,1.9,7.03,flexible,221.74
100506,Standard Apartment,2,2,67.47,4.41,9,within an hour,off-peak,2,1.1,30.27,flexible,62.13
102311,Standard Apartment,2,2,69.32,3.19,7,within an hour,off-peak,1,3.5,23.81,moderate,110.86
103652,Standard Apartment,1,2,50.91,3.81,6,within an hour,peak,2,0.8,14.54,flexible,297.47
102581,Tiny Studio,1,3,75.42,4.22,3,same day,peak,1,5.3,13.56,flexible,102.77
101429,Standard Apartment,1,2,78.94,4.32,7,same day,shoulder,2,3.4,16.79,flexible,69.3
100863,Standard Apartment,2,4,77.04,4.12,7,same day,off-peak,2,6.1,-0.03,strict,84.95
102787,Standard Apartment,2,3,53.75,3.83,7,within an hour,peak,2,1.2,6.83,flexible,192.12
103912,Standard Apartment,2,2,63.81,3.91,5,same day,peak,3,5.8,32.96,flexible,159.97
100484,Luxury Home,5,7,75.96,4.55,13,same day,shoulder,4,2.1,87.86,moderate,379.02
100844,Luxury Home,4,5,63.89,4.11,12,within an hour,peak,4,0.2,62.5,strict,236.51
101696,Luxury Home,3,5,78.72,4.16,13,within an hour,peak,5,0.6,56.69,strict,128.35
100378,Tiny Studio,1,3,66.21,3.97,6,same day,shoulder,1,0.7,21.56,moderate,74.12
101383,Luxury Home,5,6,67.09,4.12,12,within an hour,off-peak,4,4.4,75.04,moderate,119.86
100859,Luxury Home,4,5,84.35,4.69,15,within an hour,shoulder,4,0.7,58.22,flexible,266.67
100733,Standard Apartment,2,4,68.13,4.83,9,within an hour,shoulder,1,2.5,22.42,flexible,134.8
103653,Standard Apartment,2,4,69.1,4.29,10,same day,shoulder,3,3.2,47.31,flexible,149.06
103822,Standard Apartment,2,2,57.25,4.05,6,within an hour,shoulder,1,4.5,28.89,strict,157.66
103760,Luxury Home,4,6,61.98,4.48,8,within an hour,peak,3,4.6,61.47,moderate,225.53
100035,Tiny Studio,1,1,76.62,4.11,9,same day,peak,1,3.8,10.4,strict,166.95
100624,Tiny Studio,1,1,77.05,3.54,8,same day,peak,1,0.7,9.87,strict,134.79
101831,Tiny Studio,1,1,72.33,3.49,4,same day,off-peak,1,2.4,20.73,flexible,48.79
101907,Standard Apartment,2,4,83.84,5.0,10,within an hour,off-peak,3,1.0,34.97,flexible,162.32
103883,Standard Apartment,1,1,59.3,3.37,4,same day,shoulder,1,4.5,31.37,moderate,129.13
100528,Luxury Home,4,6,72.66,4.23,10,same day,off-peak,5,4.1,39.67,strict,552.02
100272,Luxury Home,5,7,72.01,3.37,11,>24 hours,off-peak,3,0.8,89.92,strict,242.27
100231,Luxury Home,4,5,82.07,5.0,16,within an hour,off-peak,5,3.1,83.12,flexible,343.3
102121,Standard Apartment,1,3,68.4,3.83,7,within an hour,peak,3,0.2,31.18,strict,125.06
100998,Standard Apartment,2,4,72.71,4.35,14,within an hour,off-peak,1,4.4,32.81,flexible,71.02
100946,Standard Apartment,1,1,51.45,3.44,6,same day,shoulder,1,4.5,34.09,flexible,133.84
100264,Luxury Home,5,7,76.02,4.33,13,same day,off-peak,4,1.3,70.06,flexible,138.31
100435,Standard Apartment,1,3,75.92,4.35,11,within an hour,peak,1,4.9,42.07,flexible,163.92
101920,Standard Apartment,2,3,75.48,4.48,8,within an hour,shoulder,1,5.9,32.26,flexible,83.49
101965,Standard Apartment,1,2,90.49,4.65,13,within an hour,shoulder,3,0.6,25.87,flexible,122.19
100316,Standard Apartment,2,2,64.95,3.99,6,within an hour,off-peak,1,1.3,34.03,flexible,59.25
102850,Luxury Home,4,4,84.01,4.75,14,>24 hours,off-peak,4,0.9,44.56,flexible,188.19
100630,Tiny Studio,1,2,95.73,5.0,9,same day,peak,1,1.4,16.52,flexible,198.95
103526,Standard Apartment,2,3,63.5,3.69,6,within an hour,peak,1,1.8,21.41,flexible,107.35
101144,Luxury Home,5,7,62.31,3.63,10,within an hour,off-peak,3,2.1,64.19,moderate,229.16
103084,Luxury Home,4,4,81.45,5.0,16,within an hour,shoulder,3,0.1,78.87,flexible,196.71
101906,Standard Apartment,2,2,80.07,4.83,11,same day,shoulder,3,0.2,28.92,moderate,106.84
101782,Tiny Studio,1,3,69.27,4.05,3,within an hour,off-peak,1,3.2,26.74,flexible,95.98
100875,Standard Apartment,2,4,63.32,3.47,7,>24 hours,off-peak,3,1.8,38.89,flexible,141.65
101511,Luxury Home,4,4,72.74,3.02,8,same day,peak,3,0.3,66.84,moderate,419.94
102001,Tiny Studio,1,2,59.2,3.45,3,same day,shoulder,1,1.5,25.02,moderate,117.88
101715,Standard Apartment,2,3,60.7,3.5,8,same day,off-peak,2,1.9,31.12,moderate,82.86
103458,Standard Apartment,1,3,64.01,3.54,3,same day,off-peak,1,3.0,31.13,flexible,199.94
100967,Standard Apartment,2,2,57.6,4.2,4,within an hour,peak,1,0.4,39.33,strict,162.59
102051,Luxury Home,3,5,65.75,4.75,6,same day,peak,4,15.8,32.03,strict,272.19
100136,Standard Apartment,2,3,75.91,4.62,7,same day,peak,3,1.9,46.65,flexible,89.55
101389,Standard Apartment,1,2,74.53,4.16,6,within an hour,off-peak,3,3.4,32.66,strict,64.77
100885,Tiny Studio,1,3,60.09,3.97,3,within an hour,shoulder,1,7.2,20.65,flexible,144.89
102469,Standard Apartment,1,2,82.8,4.05,8,within an hour,shoulder,3,0.1,41.71,moderate,155.79
103070,Standard Apartment,2,2,74.41,3.02,8,within an hour,peak,2,2.8,31.11,moderate,108.75
103114,Standard Apartment,2,4,77.08,3.95,6,within an hour,peak,2,2.3,40.69,moderate,82.97
101203,Tiny Studio,1,3,76.1,4.83,8,>24 hours,shoulder,1,0.2,11.93,flexible,135.13
101657,Tiny Studio,1,3,62.62,3.5,4,same day,shoulder,1,3.5,17.8,flexible,71.64
100453,Standard Apartment,2,3,69.8,4.53,9,same day,shoulder,1,0.7,28.5,flexible,268.61
100425,Standard Apartment,1,1,69.45,3.72,4,same day,peak,3,3.6,28.11,strict,617.06
102786,Standard Apartment,1,3,81.76,4.49,11,same day,peak,1,1.4,38.54,flexible,165.29
100310,Standard Apartment,1,3,72.69,3.96,4,>24 hours,off-peak,1,4.4,41.03,flexible,138.63
100472,Luxury Home,4,5,95.35,5.0,14,within an hour,peak,3,8.5,70.21,moderate,465.1
103116,Standard Apartment,2,2,58.46,3.65,7,same day,off-peak,3,5.9,23.74,flexible,77.73
103597,Luxury Home,5,7,66.8,3.57,11,within an hour,peak,3,2.0,78.43,moderate,232.98
103355,Tiny Studio,1,2,67.54,4.55,6,same day,peak,1,0.8,15.37,flexible,60.62
100890,Standard Apartment,2,4,68.06,3.54,6,same day,shoulder,2,14.6,37.26,flexible,199.01
103859,Tiny Studio,1,2,57.57,3.92,3,>24 hours,off-peak,1,3.2,18.39,flexible,90.15
103774,Standard Apartment,2,2,86.89,4.07,7,within an hour,peak,1,1.5,20.32,flexible,116.96
101219,Standard Apartment,1,2,79.21,4.89,12,within an hour,shoulder,3,2.0,35.59,flexible,121.52
102885,Standard Apartment,2,4,64.16,4.48,6,within an hour,shoulder,2,0.4,41.63,flexible,100.3
100960,Luxury Home,4,6,53.59,3.41,9,within an hour,peak,3,2.1,44.24,flexible,162.67
103905,Standard Apartment,2,3,73.82,4.41,12,within an hour,peak,2,0.6,29.95,flexible,97.84
103847,Luxury Home,4,4,59.46,4.15,8,within an hour,off-peak,4,1.4,76.06,moderate,219.96
102935,Standard Apartment,1,1,74.09,4.25,7,same day,peak,1,2.0,19.93,flexible,99.25
103816,Standard Apartment,2,4,72.33,4.82,6,within an hour,shoulder,1,8.9,32.83,flexible,97.05
103422,Standard Apartment,1,3,58.98,4.3,3,same day,off-peak,1,2.9,33.94,strict,69.42
103254,Luxury Home,5,6,89.44,4.04,19,within an hour,peak,4,1.4,47.96,flexible,138.98
102142,Luxury Home,5,6,76.27,5.0,19,within an hour,peak,5,0.4,46.38,flexible,188.77
103216,Standard Apartment,2,3,67.26,4.07,8,same day,peak,2,4.1,29.6,moderate,104.15
102748,Tiny Studio,1,1,67.15,4.01,7,same day,peak,1,1.9,21.85,flexible,285.39
102613,Standard Apartment,1,1,70.06,3.97,8,within an hour,peak,3,0.2,34.29,strict,231.85
100380,Standard Apartment,1,3,68.94,3.36,5,same day,shoulder,2,3.2,36.62,strict,115.23
100772,Standard Apartment,2,4,76.27,4.34,9,same day,off-peak,2,1.3,25.32,moderate,199.73
100048,Luxury Home,4,6,91.26,4.76,14,same day,shoulder,3,1.6,111.1,flexible,391.54
101559,Tiny Studio,1,2,70.12,4.94,3,same day,off-peak,1,5.5,19.77,moderate,40.77
101234,Standard Apartment,1,1,61.03,3.42,7,same day,peak,3,0.4,39.38,flexible,74.79
103906,Luxury Home,4,6,43.59,2.78,9,>24 hours,peak,3,1.2,64.68,strict,211.78
101815,Standard Apartment,2,4,60.21,3.19,3,same day,peak,3,1.4,31.93,moderate,151.1
102160,Luxury Home,5,7,63.75,4.79,11,>24 hours,peak,5,0.0,50.25,moderate,170.47
101903,Tiny Studio,1,3,98.22,4.31,12,same day,peak,1,5.6,14.86,flexible,170.33
102530,Luxury Home,4,6,65.12,4.53,10,same day,shoulder,3,5.4,44.22,moderate,282.95
102776,Standard Apartment,1,3,75.94,4.07,3,within an hour,off-peak,3,3.3,47.55,flexible,152.91
100807,Luxury Home,5,5,73.01,3.51,10,within an hour,off-peak,2,6.9,39.04,flexible,158.76
102734,Standard Apartment,1,3,83.44,5.0,12,>24 hours,peak,2,1.0,39.13,moderate,92.32
102239,Standard Apartment,1,1,93.19,5.0,11,same day,off-peak,1,0.7,12.87,strict,296.65
102599,Standard Apartment,1,2,61.97,3.75,7,within an hour,off-peak,2,0.2,33.65,flexible,72.79
103809,Standard Apartment,1,1,55.0,4.35,9,within an hour,peak,3,2.7,32.79,strict,105.07
103928,Tiny Studio,1,2,81.15,4.37,7,same day,peak,1,2.1,14.07,strict,92.34
101026,Luxury Home,5,5,78.32,4.42,14,within an hour,off-peak,4,5.0,58.98,strict,313.69
102126,Standard Apartment,1,1,88.23,5.0,6,within an hour,shoulder,2,2.0,26.64,strict,186.67
103243,Luxury Home,4,6,76.56,3.42,10,within an hour,off-peak,4,0.7,71.34,strict,189.64
100341,Tiny Studio,1,1,60.38,3.71,6,same day,shoulder,1,5.0,8.39,flexible,159.94
102527,Standard Apartment,1,1,74.44,4.19,7,within an hour,peak,3,1.8,27.65,flexible,448.96
103290,Standard Apartment,2,4,77.84,4.5,11,same day,peak,1,9.4,39.4,flexible,145.88
102905,Standard Apartment,2,3,81.53,3.62,11,same day,off-peak,1,2.3,19.95,flexible,60.22
103228,Luxury Home,3,5,75.28,4.61,11,same day,peak,4,0.4,53.05,strict,239.89
102761,Luxury Home,4,6,77.47,3.74,13,within an hour,peak,4,5.7,27.9,moderate,356.45
103061,Luxury Home,5,7,80.89,3.73,15,within an hour,shoulder,2,6.3,63.15,flexible,335.33
103717,Standard Apartment,1,2,78.62,4.29,8,same day,peak,2,1.8,23.33,strict,112.14
101320,Luxury Home,5,5,74.85,5.0,11,same day,peak,4,0.1,47.52,flexible,307.58
103139,Luxury Home,3,3,71.24,5.0,11,within an hour,shoulder,3,0.1,81.13,flexible,248.84
101838,Tiny Studio,1,3,64.81,4.29,8,within an hour,peak,1,1.3,17.26,flexible,81.93
101570,Tiny Studio,1,3,81.76,4.24,7,same day,shoulder,1,3.8,14.88,flexible,145.29
102018,Standard Apartment,1,1,58.08,3.83,4,>24 hours,peak,2,1.2,29.97,flexible,79.47
100349,Standard Apartment,2,2,67.03,4.28,5,within an hour,shoulder,3,0.0,40.02,moderate,184.49
101448,Luxury Home,5,5,75.39,4.62,10,within an hour,peak,4,5.7,56.26,flexible,285.8
102388,Standard Apartment,2,3,76.56,3.4,9,within an hour,peak,1,10.4,21.81,strict,405.03
102870,Tiny Studio,1,2,79.79,4.98,9,within an hour,off-peak,1,1.3,19.76,strict,78.78
102571,Luxury Home,4,6,70.46,3.34,11,within an hour,peak,2,0.2,44.36,flexible,437.67
100629,Luxury Home,5,6,60.35,3.77,10,within an hour,peak,5,1.0,67.08,strict,312.0
103071,Standard Apartment,1,3,48.44,3.59,3,same day,shoulder,3,4.8,31.65,flexible,168.23
100069,Standard Apartment,2,2,71.82,4.43,11,within an hour,peak,3,2.3,36.67,flexible,357.23
100725,Luxury Home,3,3,76.29,4.19,14,same day,peak,4,1.5,94.38,moderate,299.72
103487,Standard Apartment,2,4,91.06,4.74,13,same day,shoulder,1,1.2,22.0,strict,138.01
103758,Standard Apartment,2,2,68.58,3.93,7,same day,off-peak,3,0.4,44.54,strict,165.04
103873,Standard Apartment,2,4,75.58,3.31,10,>24 hours,off-peak,2,1.2,30.34,flexible,150.12
101353,Standard Apartment,2,4,73.88,4.36,6,same day,shoulder,3,1.9,7.03,moderate,67.48
101525,Tiny Studio,1,3,80.37,4.88,11,>24 hours,shoulder,1,3.4,20.72,moderate,171.59
102846,Standard Apartment,1,2,70.67,4.64,5,within an hour,off-peak,1,0.9,16.21,moderate,226.34
103753,Tiny Studio,1,3,75.97,5.0,5,within an hour,peak,1,6.8,19.07,flexible,224.42
100032,Standard Apartment,2,4,73.94,4.39,8,same day,peak,1,2.0,20.1,flexible,145.22
100969,Standard Apartment,2,4,62.63,4.76,8,same day,shoulder,3,1.6,29.31,flexible,70.43
103356,Standard Apartment,2,3,71.46,3.88,8,within an hour,shoulder,1,2.7,17.54,strict,66.11
102720,Tiny Studio,1,1,72.38,3.33,4,same day,off-peak,1,0.6,17.16,flexible,129.67
102156,Tiny Studio,1,2,66.87,4.8,7,within an hour,peak,1,0.3,12.0,flexible,47.58
100894,Luxury Home,3,5,70.09,4.06,7,same day,peak,3,1.3,83.46,strict,451.48
103205,Tiny Studio,1,2,68.94,4.04,7,within an hour,off-peak,1,0.1,9.66,strict,179.92
100173,Tiny Studio,1,1,75.19,3.76,3,same day,shoulder,1,1.4,20.03,strict,126.41
103310,Standard Apartment,2,2,83.84,4.6,8,within an hour,shoulder,3,3.3,32.2,flexible,225.0
103059,Luxury Home,4,6,53.75,3.37,4,>24 hours,peak,3,5.0,59.09,flexible,226.09
100866,Tiny Studio,1,1,65.33,4.05,3,within an hour,peak,1,2.6,5.75,strict,117.65
103685,Tiny Studio,1,2,70.23,3.65,6,>24 hours,peak,1,3.5,16.51,moderate,124.54
101205,Luxury Home,3,4,85.96,4.06,13,within an hour,shoulder,3,5.4,82.37,flexible,180.18
102610,Tiny Studio,1,1,79.4,3.32,3,same day,off-peak,1,4.5,15.07,flexible,96.19
103046,Luxury Home,5,7,59.95,4.96,12,within an hour,off-peak,4,1.2,52.76,moderate,363.15
101586,Luxury Home,4,6,91.48,4.6,13,same day,shoulder,3,2.6,65.87,moderate,208.76
102691,Standard Apartment,1,2,51.92,4.17,3,same day,off-peak,2,0.9,48.78,moderate,68.17
102190,Standard Apartment,2,2,47.17,2.79,5,same day,shoulder,1,2.6,49.92,moderate,125.17
101124,Standard Apartment,1,2,84.28,4.04,10,within an hour,peak,3,1.7,23.42,flexible,143.96
100693,Luxury Home,5,6,67.61,4.13,10,same day,peak,3,1.4,71.84,moderate,305.3
102946,Tiny Studio,1,2,63.52,4.43,3,within an hour,shoulder,1,0.6,20.32,moderate,42.51
101260,Luxury Home,4,6,77.44,3.91,11,within an hour,peak,2,2.5,60.63,flexible,311.61
101789,Luxury Home,3,3,85.92,3.87,8,within an hour,shoulder,2,3.9,56.3,flexible,258.53
101580,Luxury Home,3,3,59.61,3.43,5,within an hour,off-peak,2,2.5,65.63,flexible,158.47
101434,Standard Apartment,1,3,49.3,3.56,3,same day,peak,2,0.2,34.15,flexible,186.26
102768,Tiny Studio,1,2,87.15,3.75,6,within an hour,peak,1,7.7,13.87,moderate,85.58
100259,Standard Apartment,2,3,74.59,3.48,9,within an hour,peak,3,0.0,37.28,flexible,111.94
100430,Tiny Studio,1,3,71.06,4.1,9,same day,shoulder,1,6.5,17.68,flexible,148.73
103493,Luxury Home,4,4,97.05,4.89,14,>24 hours,peak,2,4.4,52.15,strict,472.42
100759,Standard Apartment,1,3,61.42,3.11,3,same day,shoulder,3,0.3,29.08,strict,136.41
102403,Standard Apartment,1,1,65.9,3.21,3,same day,peak,3,0.8,31.19,strict,304.83
102677,Standard Apartment,1,1,63.76,3.74,5,same day,shoulder,3,1.3,46.78,flexible,50.89
103858,Luxury Home,3,3,66.0,4.84,9,same day,peak,4,7.2,43.8,flexible,222.12
102813,Standard Apartment,2,3,60.67,2.66,7,>24 hours,off-peak,3,11.7,32.44,strict,76.22
103129,Standard Apartment,1,2,69.09,4.15,3,same day,shoulder,3,0.3,27.5,moderate,286.44
103681,Standard Apartment,2,4,62.34,4.45,9,within an hour,off-peak,1,1.5,35.21,moderate,217.37
101381,Standard Apartment,1,3,59.11,3.27,3,same day,off-peak,3,0.5,27.71,flexible,114.34
101720,Luxury Home,5,6,91.74,4.26,18,>24 hours,shoulder,4,1.0,52.31,flexible,309.9
100301,Standard Apartment,2,4,69.09,4.14,7,within an hour,peak,2,11.9,40.7,flexible,109.86
100599,Luxury Home,4,5,82.12,4.32,12,same day,shoulder,4,12.5,60.61,moderate,278.22
100342,Tiny Studio,1,2,78.01,4.95,6,same day,shoulder,1,1.9,19.24,strict,66.36
101742,Standard Apartment,2,2,77.92,4.19,9,same day,shoulder,3,0.6,15.8,moderate,279.92
103640,Luxury Home,3,3,81.5,4.6,8,within an hour,peak,4,2.4,80.42,moderate,363.97
